Airline,Source,Destination,Total_Stops,Price,Duration_in_minutes,Number_of_Stops,Journey_year,Journey_month,Journey_day,Dep_hour,Dep_minute,Arr_hour,Arr_minute
SpiceJet,Kolkata,Banglore,non-stop,3873,155,0,2019,4,1,6,55,9,30
SpiceJet,Banglore,Delhi,non-stop,4423,170,0,2019,4,15,9,30,12,20
Air India,Delhi,Cochin,2 stops,11753,1245,2,2019,6,3,10,55,7,40
Jet Airways,Kolkata,Banglore,1 stop,14571,425,1,2019,5,24,16,30,23,35
Multiple carriers,Delhi,Cochin,1 stop,8475,900,1,2019,6,3,6,0,21,0
Jet Airways,Kolkata,Banglore,1 stop,13941,845,1,2019,5,1,20,0,10,5
Jet Airways,Delhi,Cochin,1 stop,16079,1395,1,2019,5,21,19,45,19,0
Multiple carriers,Delhi,Cochin,1 stop,13399,890,1,2019,3,6,4,0,18,50
Air India,Delhi,Cochin,2 stops,9653,1595,2,2019,6,6,16,40,19,15
Jet Airways,Delhi,Cochin,1 stop,14714,540,1,2019,6,6,10,0,19,0
Air Asia,Banglore,Delhi,non-stop,3383,165,0,2019,6,18,11,10,13,55
Jet Airways,Banglore,New Delhi,1 stop,22270,1090,1,2019,3,1,14,5,8,15
Vistara,Chennai,Kolkata,non-stop,5944,135,0,2019,3,3,7,5,9,20
Jet Airways,Kolkata,Banglore,1 stop,9663,800,1,2019,5,12,18,55,8,15
Multiple carriers,Delhi,Cochin,1 stop,7740,560,1,2019,6,1,11,40,21,0
Air India,Kolkata,Banglore,1 stop,7211,1605,1,2019,4,1,20,30,23,15
Jet Airways,Banglore,Delhi,non-stop,7229,185,0,2019,4,1,18,55,22,0
IndiGo,Kolkata,Banglore,non-stop,4174,155,0,2019,4,6,11,30,14,5
Air India,Kolkata,Banglore,non-stop,5170,150,0,2019,3,15,14,15,16,45
Multiple carriers,Delhi,Cochin,1 stop,15135,580,1,2019,3,3,9,10,18,50
SpiceJet,Kolkata,Banglore,1 stop,4649,315,1,2019,4,9,15,5,20,20
Vistara,Banglore,Delhi,non-stop,4668,160,0,2019,5,1,7,0,9,40
Air India,Delhi,Cochin,1 stop,7480,765,1,2019,6,12,20,40,9,25
Air India,Banglore,Delhi,non-stop,6121,165,0,2019,4,18,17,0,19,45
Jet Airways,Delhi,Cochin,2 stops,15129,1195,2,2019,5,27,23,5,19,0
Air India,Kolkata,Banglore,1 stop,7452,675,1,2019,5,6,9,50,21,5
Jet Airways,Kolkata,Banglore,1 stop,10539,1520,1,2019,6,6,9,35,10,55
IndiGo,Banglore,New Delhi,non-stop,7648,170,0,2019,3,3,22,20,1,10
SpiceJet,Banglore,New Delhi,non-stop,3925,175,0,2019,3,24,9,35,12,30
IndiGo,Chennai,Kolkata,non-stop,3597,140,0,2019,6,15,13,15,15,35
Jet Airways,Kolkata,Banglore,1 stop,8586,910,1,2019,5,1,18,55,10,5
Air India,Delhi,Cochin,2 stops,13591,1580,2,2019,6,27,16,55,19,15
Multiple carriers,Delhi,Cochin,1 stop,9646,545,1,2019,6,1,7,5,16,10
Vistara,Banglore,Delhi,non-stop,4668,170,0,2019,5,6,9,45,12,35
Air India,Kolkata,Banglore,1 stop,10203,625,1,2019,5,9,10,0,20,25
Air India,Banglore,New Delhi,1 stop,7932,385,1,2019,3,24,6,55,13,20
Air India,Kolkata,Banglore,1 stop,7893,905,1,2019,4,1,16,50,7,55
Jet Airways,Delhi,Cochin,2 stops,13029,810,2,2019,5,9,5,30,19,0
Jet Airways,Delhi,Cochin,1 stop,10262,1655,1,2019,6,12,9,0,12,35
IndiGo,Kolkata,Banglore,1 stop,3574,265,1,2019,6,12,19,20,23,45
Air Asia,Delhi,Cochin,1 stop,8759,870,1,2019,6,3,7,55,22,25
Jet Airways,Banglore,New Delhi,1 stop,13502,1420,1,2019,3,3,8,0,7,40
Air India,Kolkata,Banglore,1 stop,6528,1440,1,2019,5,18,14,35,14,35
Jet Airways,Delhi,Cochin,1 stop,6017,800,1,2019,3,27,15,5,4,25
Vistara,Banglore,Delhi,non-stop,5613,165,0,2019,4,9,19,30,22,15
Jet Airways,Mumbai,Hyderabad,non-stop,8040,90,0,2019,6,27,8,45,10,15
IndiGo,Banglore,New Delhi,non-stop,5694,170,0,2019,3,24,4,0,6,50
Jet Airways,Delhi,Cochin,1 stop,12898,1530,1,2019,5,21,17,30,19,0
Air Asia,Kolkata,Banglore,1 stop,5192,710,1,2019,6,12,7,35,19,25
Jet Airways,Delhi,Cochin,1 stop,14714,1680,1,2019,6,1,15,0,19,0
Jet Airways,Banglore,New Delhi,1 stop,13817,1035,1,2019,3,12,5,45,23,0
Jet Airways,Delhi,Cochin,1 stop,14714,600,1,2019,6,15,9,0,19,0
IndiGo,Chennai,Kolkata,non-stop,3597,140,0,2019,5,12,19,35,21,55
Air India,Banglore,Delhi,non-stop,6121,170,0,2019,5,9,13,20,16,10
Air India,Kolkata,Banglore,2 stops,11642,765,2,2019,6,9,16,50,5,35
Jet Airways,Delhi,Cochin,1 stop,15764,745,1,2019,3,6,16,0,4,25
IndiGo,Kolkata,Banglore,non-stop,4804,155,0,2019,6,1,4,40,7,15
Air India,Delhi,Cochin,2 stops,13223,500,2,2019,5,27,10,55,19,15
IndiGo,Chennai,Kolkata,non-stop,3858,145,0,2019,6,24,11,35,14,0
Multiple carriers,Delhi,Cochin,1 stop,6795,910,1,2019,6,3,10,20,1,30
Air Asia,Delhi,Cochin,1 stop,8327,330,1,2019,3,9,16,45,22,15
Air India,Delhi,Cochin,1 stop,8907,810,1,2019,5,21,9,30,23,0
IndiGo,Kolkata,Banglore,1 stop,7095,320,1,2019,6,9,15,10,20,30
Air India,Delhi,Cochin,1 stop,6902,640,1,2019,3,21,21,0,7,40
Jet Airways,Delhi,Cochin,2 stops,13029,1025,2,2019,5,21,19,30,12,35
Air India,Delhi,Cochin,1 stop,8372,555,1,2019,5,9,10,0,19,15
Jet Airways,Kolkata,Banglore,1 stop,10844,685,1,2019,5,24,8,25,19,50
Air Asia,Kolkata,Banglore,non-stop,4384,150,0,2019,3,6,19,35,22,5
Jet Airways,Kolkata,Banglore,1 stop,12121,750,1,2019,5,15,9,35,22,5
Jet Airways,Kolkata,Banglore,1 stop,11467,1730,1,2019,5,21,9,35,14,25
IndiGo,Banglore,New Delhi,non-stop,6860,175,0,2019,3,3,20,0,22,55
Air India,Delhi,Cochin,1 stop,11241,555,1,2019,6,15,10,0,19,15
Jet Airways,Kolkata,Banglore,1 stop,13759,1495,1,2019,3,24,19,45,20,40
IndiGo,Kolkata,Banglore,1 stop,4226,220,1,2019,5,1,19,35,23,15
IndiGo,Delhi,Cochin,1 stop,9274,570,1,2019,5,9,16,0,1,30
Multiple carriers,Delhi,Cochin,1 stop,12192,660,1,2019,6,27,8,0,19,0
IndiGo,Kolkata,Banglore,non-stop,4804,165,0,2019,6,9,9,35,12,20
Jet Airways,Delhi,Cochin,1 stop,10262,1505,1,2019,6,27,11,30,12,35
Jet Airways,Delhi,Cochin,1 stop,10262,1415,1,2019,6,15,13,0,12,35
IndiGo,Mumbai,Hyderabad,non-stop,3175,90,0,2019,6,9,16,55,18,25
Jet Airways,Delhi,Cochin,1 stop,12898,1145,1,2019,5,27,17,30,12,35
Jet Airways,Delhi,Cochin,non-stop,9564,195,0,2019,6,21,11,0,14,15
Jet Airways,Delhi,Cochin,2 stops,12819,1775,2,2019,6,27,13,25,19,0
Air India,Kolkata,Banglore,2 stops,15187,1365,2,2019,3,24,9,10,7,55
Air India,Kolkata,Banglore,2 stops,12802,1700,2,2019,5,24,9,25,13,45
IndiGo,Kolkata,Banglore,non-stop,4804,155,0,2019,6,3,9,35,12,10
SpiceJet,Chennai,Kolkata,non-stop,6300,140,0,2019,3,9,17,45,20,5
SpiceJet,Kolkata,Banglore,non-stop,3873,150,0,2019,5,27,17,10,19,40
IndiGo,Kolkata,Banglore,non-stop,5224,155,0,2019,6,1,17,15,19,50
Air India,Banglore,Delhi,non-stop,5228,170,0,2019,4,15,21,5,23,55
Air India,Mumbai,Hyderabad,1 stop,8065,1440,1,2019,3,12,9,15,9,15
Air India,Banglore,Delhi,non-stop,4441,170,0,2019,4,3,21,5,23,55
Multiple carriers,Delhi,Cochin,1 stop,7354,520,1,2019,6,3,10,35,19,15
Air India,Delhi,Cochin,non-stop,6094,170,0,2019,5,21,5,10,8,0
Jet Airways,Kolkata,Banglore,1 stop,7064,960,1,2019,4,1,20,0,12,0
Jet Airways,Delhi,Cochin,2 stops,13292,1130,2,2019,6,9,9,35,4,25
Jet Airways,Delhi,Cochin,2 stops,13376,1320,2,2019,6,12,14,35,12,35
Jet Airways,Delhi,Cochin,2 stops,7791,1925,2,2019,3,21,10,45,18,50
Air India,Delhi,Cochin,1 stop,7480,1255,1,2019,6,12,12,30,9,25
IndiGo,Kolkata,Banglore,1 stop,5069,290,1,2019,5,15,8,10,13,0
SpiceJet,Banglore,Delhi,non-stop,3257,170,0,2019,6,18,9,30,12,20
Multiple carriers,Delhi,Cochin,1 stop,34273,760,1,2019,5,9,12,50,1,30
Jet Airways,Delhi,Cochin,2 stops,16704,1430,2,2019,5,18,19,10,19,0
Air India,Kolkata,Banglore,2 stops,11432,895,2,2019,5,9,8,20,23,15
Air India,Mumbai,Hyderabad,non-stop,4307,80,0,2019,3,12,21,5,22,25
Jet Airways,Delhi,Cochin,2 stops,13029,1025,2,2019,5,27,19,30,12,35
Air India,Mumbai,Hyderabad,non-stop,3100,85,0,2019,5,21,15,0,16,25
Jet Airways,Kolkata,Banglore,1 stop,10031,1610,1,2019,3,24,19,45,22,35
SpiceJet,Kolkata,Banglore,non-stop,3841,155,0,2019,6,6,6,55,9,30
Jet Airways,Banglore,Delhi,non-stop,4030,180,0,2019,5,15,19,50,22,50
Air India,Delhi,Cochin,2 stops,10441,1275,2,2019,6,15,22,0,19,15
Air India,Kolkata,Banglore,3 stops,14221,2115,3,2019,3,24,12,0,23,15
Jet Airways,Delhi,Cochin,1 stop,10262,450,1,2019,6,3,11,30,19,0
Jet Airways,Banglore,Delhi,non-stop,7229,175,0,2019,4,15,11,10,14,5
IndiGo,Banglore,New Delhi,non-stop,8033,170,0,2019,3,24,13,0,15,50
IndiGo,Delhi,Cochin,1 stop,6818,425,1,2019,6,15,5,5,12,10
Multiple carriers,Delhi,Cochin,1 stop,7485,735,1,2019,5,21,8,45,21,0
SpiceJet,Banglore,Delhi,non-stop,3971,170,0,2019,6,3,9,30,12,20
SpiceJet,Chennai,Kolkata,non-stop,3597,140,0,2019,5,15,17,45,20,5
Jet Airways,Mumbai,Hyderabad,non-stop,5678,90,0,2019,3,18,2,55,4,25
Air India,Kolkata,Banglore,1 stop,8366,1350,1,2019,5,24,9,25,7,55
Air India,Delhi,Cochin,2 stops,11753,500,2,2019,6,6,10,55,19,15
SpiceJet,Kolkata,Banglore,non-stop,3841,140,0,2019,6,24,22,20,0,40
Vistara,Kolkata,Banglore,1 stop,9345,385,1,2019,5,15,17,0,23,25
Air India,Kolkata,Banglore,2 stops,15107,1105,2,2019,6,6,14,30,8,55
Multiple carriers,Delhi,Cochin,1 stop,9646,925,1,2019,6,6,7,5,22,30
Jet Airways,Delhi,Cochin,1 stop,10262,1280,1,2019,6,9,7,5,4,25
Jet Airways,Delhi,Cochin,2 stops,8456,555,2,2019,3,27,19,10,4,25
SpiceJet,Kolkata,Banglore,non-stop,3841,140,0,2019,6,9,22,20,0,40
Multiple carriers,Delhi,Cochin,1 stop,12537,375,1,2019,3,27,7,5,13,20
IndiGo,Kolkata,Banglore,non-stop,4804,155,0,2019,6,6,9,35,12,10
Multiple carriers,Delhi,Cochin,1 stop,7005,640,1,2019,6,6,10,20,21,0
Multiple carriers,Delhi,Cochin,1 stop,13587,835,1,2019,6,15,7,5,21,0
Jet Airways,Mumbai,Hyderabad,non-stop,4050,85,0,2019,5,12,7,5,8,30
IndiGo,Kolkata,Banglore,non-stop,4148,165,0,2019,3,21,9,35,12,20
IndiGo,Chennai,Kolkata,non-stop,3850,145,0,2019,5,1,5,15,7,40
IndiGo,Banglore,Delhi,non-stop,4591,165,0,2019,4,27,1,30,4,15
Jet Airways,Banglore,Delhi,non-stop,8016,180,0,2019,6,18,17,45,20,45
IndiGo,Kolkata,Banglore,non-stop,4804,150,0,2019,5,18,15,15,17,45
Jet Airways,Kolkata,Banglore,1 stop,13941,1590,1,2019,5,18,5,45,8,15
IndiGo,Delhi,Cochin,1 stop,7006,860,1,2019,5,21,6,40,21,0
Air India,Kolkata,Banglore,3 stops,14015,805,3,2019,5,12,9,50,23,15
Jet Airways,Banglore,New Delhi,1 stop,11087,525,1,2019,3,12,22,55,7,40
IndiGo,Delhi,Cochin,1 stop,5647,320,1,2019,3,9,6,40,12,0
IndiGo,Delhi,Cochin,1 stop,8745,305,1,2019,5,21,23,30,4,35
Jet Airways,Banglore,Delhi,non-stop,8016,165,0,2019,6,1,6,0,8,45
Jet Airways,Delhi,Cochin,non-stop,7202,195,0,2019,6,9,11,0,14,15
Jet Airways,Delhi,Cochin,1 stop,5963,1610,1,2019,3,21,16,0,18,50
Multiple carriers,Delhi,Cochin,1 stop,9646,765,1,2019,6,6,9,45,22,30
Air India,Mumbai,Hyderabad,non-stop,3100,90,0,2019,6,21,13,55,15,25
IndiGo,Kolkata,Banglore,non-stop,4148,155,0,2019,3,9,15,20,17,55
IndiGo,Banglore,Delhi,non-stop,4823,175,0,2019,5,1,18,25,21,20
SpiceJet,Kolkata,Banglore,non-stop,3841,150,0,2019,4,6,17,10,19,40
Jet Airways,Delhi,Cochin,2 stops,13014,560,2,2019,6,3,9,40,19,0
Jet Airways,Delhi,Cochin,1 stop,10262,1570,1,2019,6,9,2,15,4,25
Air India,Mumbai,Hyderabad,non-stop,2575,80,0,2019,3,27,21,5,22,25
Jet Airways,Banglore,New Delhi,1 stop,19225,435,1,2019,3,6,8,0,15,15
IndiGo,Kolkata,Banglore,non-stop,4174,155,0,2019,4,6,20,20,22,55
GoAir,Delhi,Cochin,1 stop,7870,310,1,2019,6,6,14,25,19,35
Air India,Delhi,Cochin,1 stop,7934,375,1,2019,3,21,13,0,19,15
Jet Airways,Delhi,Cochin,2 stops,11360,485,2,2019,3,21,10,45,18,50
IndiGo,Delhi,Cochin,1 stop,6442,560,1,2019,6,27,6,50,16,10
Jet Airways,Delhi,Cochin,1 stop,10262,450,1,2019,6,3,20,55,4,25
Multiple carriers,Delhi,Cochin,1 stop,6732,465,1,2019,3,27,11,30,19,15
Vistara,Banglore,Delhi,non-stop,4668,170,0,2019,6,9,9,45,12,35
IndiGo,Delhi,Cochin,1 stop,6258,345,1,2019,4,21,2,0,7,45
Multiple carriers,Delhi,Cochin,1 stop,16108,730,1,2019,6,15,7,5,19,15
IndiGo,Delhi,Cochin,1 stop,14871,400,1,2019,3,6,6,40,13,20
Air Asia,Banglore,Delhi,non-stop,4483,170,0,2019,4,9,23,55,2,45
Jet Airways,Kolkata,Banglore,1 stop,8066,1630,1,2019,5,12,20,25,23,35
SpiceJet,Kolkata,Banglore,1 stop,9946,435,1,2019,6,9,11,15,18,30
IndiGo,Delhi,Cochin,1 stop,6027,340,1,2019,5,21,15,10,20,50
Jet Airways,Delhi,Cochin,1 stop,10262,825,1,2019,6,9,22,50,12,35
Jet Airways,Kolkata,Banglore,1 stop,10844,1265,1,2019,6,9,21,10,18,15
Jet Airways,Kolkata,Banglore,1 stop,8586,425,1,2019,5,15,16,30,23,35
IndiGo,Delhi,Cochin,non-stop,6015,195,0,2019,5,27,14,25,17,40
IndiGo,Banglore,Delhi,non-stop,4990,170,0,2019,4,18,13,0,15,50
Jet Airways,Kolkata,Banglore,1 stop,10844,1150,1,2019,5,12,21,10,16,20
Multiple carriers,Delhi,Cochin,1 stop,13377,840,1,2019,6,6,11,30,1,30
Air India,Delhi,Cochin,2 stops,12257,1470,2,2019,6,9,18,45,19,15
IndiGo,Kolkata,Banglore,non-stop,4804,155,0,2019,5,27,17,15,19,50
Vistara,Banglore,New Delhi,1 stop,10008,915,1,2019,3,9,6,40,21,55
IndiGo,Chennai,Kolkata,non-stop,3597,140,0,2019,5,1,19,35,21,55
IndiGo,Banglore,Delhi,non-stop,3419,170,0,2019,5,6,22,10,1,0
Jet Airways,Delhi,Cochin,1 stop,16289,715,1,2019,5,27,7,5,19,0
Jet Airways,Kolkata,Banglore,1 stop,10844,1170,1,2019,5,18,16,30,12,0
Multiple carriers,Delhi,Cochin,1 stop,9526,535,1,2019,6,1,10,20,19,15
Jet Airways,Kolkata,Banglore,1 stop,8849,730,1,2019,4,1,21,10,9,20
Air India,Banglore,Delhi,non-stop,6121,165,0,2019,5,6,6,10,8,55
Jet Airways,Delhi,Cochin,2 stops,12347,1465,2,2019,3,21,18,25,18,50
Vistara,Banglore,Delhi,non-stop,5613,170,0,2019,4,18,21,0,23,50
Jet Airways,Delhi,Cochin,1 stop,18253,1185,1,2019,3,3,23,5,18,50
Multiple carriers,Delhi,Cochin,1 stop,14848,555,1,2019,5,21,10,0,19,15
Jet Airways,Mumbai,Hyderabad,non-stop,4995,90,0,2019,5,15,10,20,11,50
IndiGo,Banglore,Delhi,non-stop,4591,170,0,2019,6,6,23,30,2,20
IndiGo,Kolkata,Banglore,non-stop,4462,160,0,2019,3,18,20,25,23,5
Jet Airways,Delhi,Cochin,1 stop,12898,1210,1,2019,5,21,22,50,19,0
Jet Airways,Delhi,Cochin,1 stop,12032,590,1,2019,3,27,9,0,18,50
Jet Airways,Delhi,Cochin,2 stops,13029,1125,2,2019,5,9,9,40,4,25
SpiceJet,Chennai,Kolkata,non-stop,3543,140,0,2019,6,3,17,45,20,5
Air India,Banglore,New Delhi,non-stop,8851,165,0,2019,3,3,6,10,8,55
Jet Airways,Delhi,Cochin,1 stop,14714,335,1,2019,6,6,22,50,4,25
SpiceJet,Kolkata,Banglore,non-stop,3841,155,0,2019,4,24,6,55,9,30
Multiple carriers,Delhi,Cochin,1 stop,7531,455,1,2019,3,21,11,40,19,15
Multiple carriers,Delhi,Cochin,1 stop,7845,440,1,2019,3,27,6,0,13,20
Jet Airways,Kolkata,Banglore,1 stop,9663,330,1,2019,5,9,6,30,12,0
Jet Airways,Mumbai,Hyderabad,non-stop,5678,85,0,2019,5,6,2,55,4,20
IndiGo,Banglore,Delhi,non-stop,5780,165,0,2019,5,18,1,30,4,15
SpiceJet,Kolkata,Banglore,non-stop,3841,145,0,2019,4,9,9,0,11,25
Air India,Delhi,Cochin,1 stop,7174,320,1,2019,6,24,17,40,23,0
Air India,Kolkata,Banglore,2 stops,13616,1915,2,2019,5,18,9,25,17,20
Multiple carriers,Delhi,Cochin,2 stops,18275,460,2,2019,5,27,17,50,1,30
Air India,Kolkata,Banglore,2 stops,14482,1700,2,2019,5,15,9,25,13,45
Air India,Kolkata,Banglore,2 stops,7662,445,2,2019,5,6,5,50,13,15
Air India,Delhi,Cochin,2 stops,11281,1275,2,2019,5,15,22,0,19,15
Air India,Kolkata,Banglore,1 stop,6117,965,1,2019,5,21,19,0,11,5
SpiceJet,Banglore,Delhi,non-stop,4423,160,0,2019,4,6,5,55,8,35
Air India,Kolkata,Banglore,2 stops,9416,590,2,2019,6,6,12,0,21,50
Air India,Banglore,Delhi,non-stop,6961,165,0,2019,6,21,10,0,12,45
Jet Airways,Delhi,Cochin,2 stops,13376,1300,2,2019,6,1,6,45,4,25
GoAir,Banglore,New Delhi,non-stop,4239,175,0,2019,3,24,7,45,10,40
Multiple carriers,Delhi,Cochin,1 stop,13727,660,1,2019,5,15,10,0,21,0
Jet Airways,Kolkata,Banglore,1 stop,13067,1285,1,2019,5,18,17,0,14,25
Air India,Banglore,Delhi,non-stop,6961,170,0,2019,6,21,13,20,16,10
Jet Airways,Kolkata,Banglore,1 stop,7064,1720,1,2019,4,1,18,55,23,35
IndiGo,Delhi,Cochin,1 stop,8784,860,1,2019,3,21,6,40,21,0
Jet Airways,Kolkata,Banglore,1 stop,13941,1215,1,2019,5,1,8,25,4,40
Multiple carriers,Delhi,Cochin,1 stop,15058,730,1,2019,6,24,7,5,19,15
Air Asia,Delhi,Cochin,1 stop,6451,625,1,2019,6,27,20,45,7,10
Jet Airways,Delhi,Cochin,2 stops,13014,810,2,2019,6,6,5,30,19,0
GoAir,Delhi,Cochin,1 stop,22794,310,1,2019,3,3,14,10,19,20
GoAir,Delhi,Cochin,1 stop,6922,540,1,2019,4,27,10,35,19,35
Jet Airways,Banglore,Delhi,non-stop,7229,175,0,2019,4,12,11,10,14,5
Multiple carriers,Delhi,Cochin,1 stop,13587,660,1,2019,6,12,10,0,21,0
Air India,Delhi,Cochin,2 stops,11228,1820,2,2019,3,21,12,55,19,15
Air Asia,Banglore,Delhi,non-stop,4282,170,0,2019,5,1,4,55,7,45
Jet Airways,Banglore,New Delhi,1 stop,12284,280,1,2019,3,18,5,45,10,25
Jet Airways,Delhi,Cochin,1 stop,10262,1655,1,2019,6,9,9,0,12,35
Vistara,Delhi,Cochin,non-stop,6741,190,0,2019,5,21,6,0,9,10
IndiGo,Banglore,Delhi,non-stop,3943,170,0,2019,6,15,10,30,13,20
Air India,Kolkata,Banglore,1 stop,7662,1700,1,2019,5,12,16,45,21,5
Jet Airways,Kolkata,Banglore,1 stop,8586,1430,1,2019,5,12,8,25,8,15
Air India,Delhi,Cochin,1 stop,5117,765,1,2019,3,27,20,40,9,25
Jet Airways,Delhi,Cochin,2 stops,13376,1320,2,2019,6,24,14,35,12,35
IndiGo,Delhi,Cochin,1 stop,5298,320,1,2019,5,15,6,50,12,10
GoAir,Banglore,Delhi,non-stop,4632,175,0,2019,4,9,7,45,10,40
Jet Airways,Delhi,Cochin,2 stops,13014,535,2,2019,6,1,19,30,4,25
IndiGo,Banglore,New Delhi,non-stop,12649,175,0,2019,3,1,21,20,0,15
IndiGo,Kolkata,Banglore,1 stop,6303,285,1,2019,3,24,8,15,13,0
Multiple carriers,Delhi,Cochin,2 stops,11560,485,2,2019,3,9,13,15,21,20
IndiGo,Banglore,Delhi,non-stop,4823,170,0,2019,5,21,8,30,11,20
GoAir,Delhi,Cochin,1 stop,7031,540,1,2019,4,21,10,35,19,35
SpiceJet,Banglore,Delhi,non-stop,4423,170,0,2019,5,15,9,30,12,20
Air India,Delhi,Cochin,2 stops,10975,1420,2,2019,6,12,9,45,9,25
SpiceJet,Kolkata,Banglore,non-stop,3873,140,0,2019,4,9,22,20,0,40
Air Asia,Kolkata,Banglore,non-stop,4107,150,0,2019,4,24,19,55,22,25
Jet Airways,Banglore,New Delhi,1 stop,11087,1050,1,2019,3,18,16,55,10,25
Multiple carriers,Delhi,Cochin,1 stop,10529,690,1,2019,5,15,7,30,19,0
Vistara,Banglore,New Delhi,non-stop,6138,160,0,2019,3,15,7,0,9,40
Jet Airways,Banglore,New Delhi,1 stop,13817,980,1,2019,3,12,22,55,15,15
Multiple carriers,Delhi,Cochin,1 stop,6093,920,1,2019,6,27,7,10,22,30
Jet Airways,Mumbai,Hyderabad,non-stop,5678,85,0,2019,3,24,7,10,8,35
Air India,Kolkata,Banglore,1 stop,7893,925,1,2019,4,1,17,30,8,55
Air India,Banglore,Delhi,non-stop,6121,170,0,2019,5,1,13,20,16,10
Jet Airways,Banglore,Delhi,non-stop,4544,180,0,2019,4,9,17,45,20,45
Jet Airways,Delhi,Cochin,1 stop,14714,1005,1,2019,6,3,2,15,19,0
Jet Airways,Kolkata,Banglore,1 stop,14388,1090,1,2019,5,18,14,5,8,15
Multiple carriers,Delhi,Cochin,1 stop,16108,675,1,2019,6,1,8,0,19,15
Multiple carriers,Delhi,Cochin,1 stop,12402,720,1,2019,6,3,7,0,19,0
Jet Airways,Kolkata,Banglore,1 stop,12384,690,1,2019,5,1,9,35,21,5
Air India,Delhi,Cochin,non-stop,6094,180,0,2019,4,24,14,10,17,10
IndiGo,Kolkata,Banglore,1 stop,5276,220,1,2019,6,9,19,35,23,15
IndiGo,Kolkata,Banglore,non-stop,4804,155,0,2019,6,24,4,40,7,15
Air India,Delhi,Cochin,2 stops,11281,1275,2,2019,5,1,22,0,19,15
Jet Airways,Delhi,Cochin,1 stop,6068,650,1,2019,3,27,8,0,18,50
Jet Airways,Banglore,Delhi,non-stop,7229,180,0,2019,5,12,7,10,10,10
IndiGo,Delhi,Cochin,1 stop,6628,975,1,2019,6,12,9,15,1,30
Jet Airways,Banglore,New Delhi,1 stop,13502,1055,1,2019,3,6,14,5,7,40
Multiple carriers,Delhi,Cochin,1 stop,14086,575,1,2019,3,9,16,0,1,35
GoAir,Delhi,Cochin,1 stop,4959,540,1,2019,6,12,10,35,19,35
Jet Airways,Delhi,Cochin,1 stop,16376,620,1,2019,5,27,2,15,12,35
IndiGo,Kolkata,Banglore,non-stop,4804,155,0,2019,6,15,22,15,0,50
Jet Airways,Banglore,New Delhi,1 stop,13817,1035,1,2019,3,12,22,55,16,10
Jet Airways,Banglore,Delhi,non-stop,7229,175,0,2019,5,1,15,15,18,10
SpiceJet,Chennai,Kolkata,non-stop,3859,135,0,2019,6,3,9,45,12,0
Air India,Kolkata,Banglore,2 stops,13899,1165,2,2019,5,21,10,0,5,25
IndiGo,Delhi,Cochin,1 stop,6628,975,1,2019,6,24,9,15,1,30
IndiGo,Delhi,Cochin,1 stop,10123,305,1,2019,5,15,23,30,4,35
SpiceJet,Kolkata,Banglore,non-stop,3873,155,0,2019,4,3,6,55,9,30
Jet Airways,Kolkata,Banglore,1 stop,13339,1015,1,2019,3,24,6,30,23,25
Jet Airways,Delhi,Cochin,1 stop,14714,520,1,2019,6,6,19,45,4,25
Jet Airways,Kolkata,Banglore,1 stop,12692,1295,1,2019,6,12,20,25,18,0
GoAir,Delhi,Cochin,1 stop,5281,355,1,2019,6,15,7,0,12,55
Jet Airways,Delhi,Cochin,2 stops,10368,810,2,2019,6,24,5,30,19,0
Multiple carriers,Delhi,Cochin,1 stop,13377,570,1,2019,5,27,16,0,1,30
Jet Airways,Delhi,Cochin,2 stops,15129,1195,2,2019,5,27,23,5,19,0
Air India,Banglore,Delhi,non-stop,6961,165,0,2019,6,6,10,0,12,45
Jet Airways,Kolkata,Banglore,1 stop,10844,1430,1,2019,5,24,20,0,19,50
Jet Airways,Kolkata,Banglore,1 stop,13759,1235,1,2019,3,24,19,45,16,20
Air India,Mumbai,Hyderabad,2 stops,12119,2245,2,2019,3,12,6,0,19,25
Air Asia,Kolkata,Banglore,non-stop,3807,150,0,2019,6,15,22,50,1,20
IndiGo,Banglore,Delhi,non-stop,3943,170,0,2019,5,18,22,10,1,0
Jet Airways,Kolkata,Banglore,1 stop,13941,945,1,2019,5,1,16,30,8,15
Jet Airways,Kolkata,Banglore,1 stop,8586,845,1,2019,5,24,20,0,10,5
Air India,Kolkata,Banglore,non-stop,6245,150,0,2019,4,1,14,15,16,45
Jet Airways,Kolkata,Banglore,1 stop,13067,505,1,2019,5,6,9,35,18,0
IndiGo,Delhi,Cochin,1 stop,14871,425,1,2019,3,6,8,25,15,30
Multiple carriers,Delhi,Cochin,1 stop,13377,690,1,2019,6,24,14,0,1,30
Jet Airways,Delhi,Cochin,1 stop,12373,1395,1,2019,5,9,19,45,19,0
Jet Airways,Kolkata,Banglore,1 stop,14231,345,1,2019,3,24,13,55,19,40
SpiceJet,Mumbai,Hyderabad,non-stop,1965,90,0,2019,5,1,22,45,0,15
Jet Airways,Delhi,Cochin,1 stop,14924,330,1,2019,6,3,7,5,12,35
IndiGo,Kolkata,Banglore,non-stop,4174,155,0,2019,4,1,15,30,18,5
GoAir,Delhi,Cochin,1 stop,4725,355,1,2019,4,3,7,0,12,55
Multiple carriers,Delhi,Cochin,1 stop,17057,665,1,2019,3,3,2,15,13,20
Air India,Banglore,New Delhi,1 stop,11444,700,1,2019,3,3,11,5,22,45
